x0,y0,z0,x1,y1,z1,x2,y2,z2
0.803642,0.689235,0,-0.998716,0.351356,0,0.195075,-1.04059,0
0.799282,0.696273,0,-1.00263,0.344062,0,0.203349,-1.04033,0
0.794884,0.703276,0,-1.0065,0.336751,0,0.211613,-1.04003,0
0.790447,0.710246,0,-1.01031,0.329424,0,0.219867,-1.03967,0
0.785972,0.717181,0,-1.01408,0.322081,0,0.228111,-1.03926,0
0.78146,0.724082,0,-1.0178,0.314723,0,0.236344,-1.03881,0
0.77691,0.730949,0,-1.02148,0.30735,0,0.244565,-1.0383,0
0.772324,0.73778,0,-1.0251,0.299962,0,0.252775,-1.03774,0
0.7677,0.744577,0,-1.02867,0.29256,0,0.260972,-1.03714,0
0.763041,0.751338,0,-1.0322,0.285144,0,0.269158,-1.03648,0
0.758345,0.758065,0,-1.03568,0.277714,0,0.277331,-1.03578,0
0.753615,0.764755,0,-1.0391,0.270272,0,0.28549,-1.03503,0
0.748849,0.77141,0,-1.04249,0.262817,0,0.293637,-1.03423,0
0.744048,0.77803,0,-1.04582,0.255349,0,0.30177,-1.03338,0
0.739213,0.784613,0,-1.0491,0.24787,0,0.309888,-1.03248,0
0.734343,0.79116,0,-1.05234,0.24038,0,0.317993,-1.03154,0
0.72944,0.797671,0,-1.05552,0.232878,0,0.326083,-1.03055,0
0.724504,0.804145,0,-1.05866,0.225366,0,0.334158,-1.02951,0
0.719534,0.810583,0,-1.06175,0.217844,0,0.342218,-1.02843,0
0.714532,0.816984,0,-1.06479,0.210312,0,0.350262,-1.0273,0
0.709498,0.823348,0,-1.06779,0.20277,0,0.358291,-1.02612,0
0.704432,0.829675,0,-1.07074,0.195219,0,0.366303,-1.02489,0
0.699334,0.835964,0,-1.07363,0.187659,0,0.374299,-1.02362,0
0.694205,0.842217,0,-1.07648,0.180091,0,0.382278,-1.02231,0
0.689046,0.848432,0,-1.07929,0.172515,0,0.390241,-1.02095,0
0.683856,0.85461,0,-1.08204,0.164931,0,0.398186,-1.01954,0
0.678635,0.86075,0,-1.08475,0.157341,0,0.406113,-1.01809,0
